date,permno,target,predicted
201107,77768,-0.043823231,-0.011741948
201903,12558,0.0424632789,-0.011731398
202208,69032,0.0090133823,-0.011724678
201909,59328,0.0851014785,-0.011723951
201003,10516,-0.015767607999999995,-0.011722048
201301,83443,0.0806020498,-0.01171055
201007,40416,0.1746169495,-0.01170821
201606,86136,0.0712618564,-0.011699253
202006,75828,0.0745257007,-0.011684735
201705,85913,0.1430136812,-0.011682442
201808,88446,0.0923388424,-0.01167854
201910,79103,0.0912458497,-0.011676918
201811,23819,-0.095513954,-0.011672349
201411,13856,0.0408651382,-0.011665926
201207,76076,-0.066394888,-0.0116567025
201609,13721,-0.016268623999999995,-0.011656403
202309,19350,-0.082681263,-0.011653247
201806,86158,0.0469078882,-0.011653154
201111,89258,-0.038929913,-0.01165191
201408,16678,0.0442017168,-0.011650781
201706,90319,-0.05876089,-0.011649177
201409,90441,-0.028373723999999996,-0.011639598
201403,61399,-0.022586393999999996,-0.011639238
201111,59459,-0.035989691,-0.011633865
202103,59176,0.0488689058,-0.011633693
201408,75186,0.0295495577,-0.01163176
201107,40539,0.0527317822,-0.011619558
202212,21776,0.0416601337,-0.011604591
201806,49680,-0.005831895,-0.011603891
202005,41080,0.0452272536,-0.011602906
201912,89393,0.0269162892,-0.011596703
201009,13928,0.0952652486,-0.01158166
201106,59176,0.0054264013,-0.011575687
201402,89258,0.0085318452,-0.011575052
201209,66181,0.0636885258,-0.011568352
201010,21178,4.0321799999999686e-05,-0.011567962
202010,78975,-0.033636676,-0.0115636485
201010,87447,0.0096464966,-0.011562011
201111,17778,0.0132535268,-0.011561261
201502,15579,0.1000935137,-0.01155509
201902,23712,0.0762935287,-0.011552232
201411,12872,-0.0034103980000000002,-0.0115420995
201510,84788,0.222723648,-0.011540833
201003,78877,-0.10755202700000001,-0.01153756
201011,13928,0.0130761292,-0.011534301
201908,92121,-0.105566981,-0.011530091
201208,83435,-0.075226298,-0.011524017
201806,66181,0.0444322316,-0.011521923
202310,62092,-0.126003163,-0.011518619
201507,89179,-0.06013156499999999,-0.011507482
201205,56573,-0.021536031999999997,-0.011501188
201703,86158,0.0039179856,-0.011498266
201402,13901,0.0295285936,-0.011497644
201111,14541,-0.013517403999999998,-0.011494919
201103,10138,-0.0038325349999999998,-0.011494883
201604,17830,0.0425573865,-0.0114856055
202204,24109,-0.006715175,-0.011470406
201407,10138,-0.079966828,-0.011465023
202111,21776,-0.0014570239999999995,-0.011462393
201902,76201,0.1207656644,-0.011453771
201811,13901,-0.158780306,-0.011444605
201704,88668,0.0343940268,-0.011442929
201708,52038,5.019449999999967e-05,-0.011438097
201302,60628,0.0392311811,-0.011418489
202207,17830,-0.030973774999999995,-0.011415576
201011,77768,0.0076732289,-0.011405357
201610,56573,-0.052519732,-0.011392317
201902,24766,0.0548503517,-0.0113888765
201503,17778,-0.016638032999999997,-0.011388526
202005,77702,0.0216645559,-0.011364142
201712,18729,0.0405078683,-0.011360488
201808,60628,-0.009408997,-0.011358933
201810,77605,-0.063198717,-0.011348139
202011,23536,-0.04950333999999999,-0.0113476375
201612,11552,-0.023589190999999995,-0.011346239
201907,40539,0.029870050500000002,-0.011341226
201502,86783,0.2258588672,-0.011336281
202008,69796,0.0393500494,-0.011324492
202011,43449,0.026801420200000002,-0.011317964
201001,11552,0.0197557192,-0.011314104
201903,28222,0.0584820197,-0.011309599
201703,39642,0.0058185434,-0.011301422
201704,77702,0.028100821300000002,-0.011300526
201008,52038,-0.11246679599999998,-0.011299449
201902,77338,0.1407897926,-0.011299194
201405,49680,0.0688198879,-0.011294593
201801,19350,0.0621186623,-0.011292583
201002,75825,0.0401460417,-0.011288178
202012,88860,0.1102077084,-0.011280098
201401,39642,-0.021449862,-0.011277306
201710,20482,0.0203705936,-0.011255288
201007,59459,0.0242654978,-0.011245764
201805,49680,-0.011766835999999998,-0.011245166
201812,87657,-0.05656451299999999,-0.011240433
201912,26403,-0.04144484,-0.0112343365
202002,27887,-0.063181618,-0.011220726
202307,10696,-0.004024395,-0.011216904
201608,69032,0.1157067824,-0.011214388
202103,93436,-0.011206524,-0.011213961
201709,24109,-0.046941008,-0.011212996
201403,19561,-0.026605648999999995,-0.011211158
201912,61399,0.0194848752,-0.011207613
201511,79678,0.0834292769,-0.011189953
201712,76076,0.025909651400000004,-0.011188799
201111,88661,-0.038112793,-0.011187931
202208,93132,-0.185638515,-0.011186042
201411,11703,0.0393347777,-0.011184552
201112,91650,0.0452073403,-0.01117999
201804,22752,0.0793783678,-0.01117259
201910,91556,-0.003238600999999999,-0.011162891
201207,86136,0.0222126376,-0.011162526
201409,56573,-0.037467416,-0.011159607
201401,59459,-0.10227526,-0.011159553
201905,61621,0.0228081179,-0.011159291
202012,21207,0.024891493700000003,-0.011149961
201401,90215,0.0967566669,-0.011147984
201601,21776,0.0647181215,-0.011142998
202101,77178,0.0257632172,-0.011133996
202205,17830,0.0077075767,-0.011131265
201408,11308,0.061847806,-0.011127503
201305,71563,0.0773479939,-0.011124515
201908,18163,0.016953054,-0.011123343
201908,77702,0.021950480599999996,-0.0111096045
201903,20482,0.027989198,-0.01110831
201711,10145,0.0862213807,-0.011100656
201703,13901,-0.03887448,-0.011100073
201212,19561,0.014439604999999998,-0.011095694
201801,40539,0.0492839234,-0.011090239
202006,13356,-0.081367573,-0.01108979
201904,13901,-0.05607873,-0.011087467
201907,17750,0.0158820772,-0.011076712
201303,72726,0.0487718657,-0.011071392
201810,70519,-0.089438317,-0.011070366
201010,17005,-0.039899817,-0.011066529
201003,75489,-0.087930007,-0.011064994
201207,90215,-0.100535184,-0.011060779
202004,79678,0.0783456638,-0.011060373
202305,76605,-0.10740690500000001,-0.0110593485
201605,70519,0.0061662256,-0.011059231
201812,65875,-0.069661658,-0.011056145
201804,19502,0.0135686225,-0.011054109
201604,64311,0.0823024081,-0.011050661
201803,77274,-0.036283586,-0.011046649
201406,10516,-0.018469026,-0.011034668
201907,48653,0.1166450926,-0.011032815
201309,83443,0.0205898304,-0.011032076
201610,12558,-0.11152723799999999,-0.011028393
202102,61241,-0.013194737,-0.011027689
201311,10147,-0.009181121000000002,-0.011019803
201410,76614,0.0920892432,-0.011016066
201209,86339,0.0099850835,-0.011013738
201410,12060,0.0074160271,-0.011012753
201312,18411,0.0118139191,-0.011010247
202011,60442,0.2339901941,-0.011006416
201211,87137,-0.11245185,-0.010990615
201202,10104,0.037043605,-0.01098707
201605,79323,0.0377170498,-0.0109865675
201009,86356,0.0502659099,-0.010986195
201511,22752,-0.030186635999999996,-0.01098423
202012,76841,0.0194278451,-0.010982894
201502,87842,0.1006451994,-0.010982637
201904,17005,0.0155154412,-0.010979776
202001,77605,-0.075382315,-0.010977038
201010,18542,0.0044754723,-0.0109768035
202206,52038,0.0115168783,-0.01097165
201608,75241,0.1011716832,-0.01096994
201609,89006,-0.020857461,-0.010965564
201806,77274,0.0580954714,-0.010964987
201109,19393,0.0547898896,-0.010964605
202003,64936,-0.077918031,-0.010962027
202001,72726,-0.045168538,-0.010961563
201205,91650,-0.05702910399999999,-0.010961103
201907,77702,0.127647894,-0.010960783
201810,92655,-0.019528935999999997,-0.010960006
201205,14008,-0.017397201,-0.010959757
201010,34833,0.0041144852,-0.010956216
201607,91650,-0.018218012999999998,-0.01095421
201212,81774,-0.123401663,-0.010953297
201011,66181,-0.014784483,-0.01095138
201608,49154,-0.060468144999999994,-0.010943689
202209,49680,-0.044025136,-0.010939944
201802,10145,-0.050044682,-0.0109385615
201503,14593,-0.031371683,-0.010925694
202107,13407,0.024704484300000003,-0.010925009
201407,49680,-0.061603021,-0.010922368
201105,63765,-0.002051987,-0.010921874
201209,86868,0.0751932206,-0.010908366
201711,13356,0.0780317472,-0.010906159
201108,89626,-0.076416632,-0.010896909
201506,66384,-0.189400181,-0.010885918
201901,90505,0.1191296188,-0.010885634
201905,85269,-0.215645129,-0.010885219
201812,89525,-0.124276321,-0.010881758
201903,24205,0.027931696300000003,-0.010877342
201803,86158,-0.019632024999999997,-0.010871411
202211,25582,-0.077026668,-0.010864719
202009,90505,-0.079965888,-0.010863072
201904,40539,0.029285116300000004,-0.010858874
201812,19393,-0.029684242,-0.010854977
201408,39642,0.0080006914,-0.010851494
201905,59328,-0.133075708,-0.010849127
201007,56573,0.0536790991,-0.01084412
201609,86158,-0.16959415,-0.010837886
201311,91937,-0.06202666099999999,-0.010836755
201110,84788,-0.012579203999999998,-0.010836498
201605,89003,0.1286232935,-0.010815497
201109,10107,-0.064285748,-0.010815422
202209,23931,-0.133381484,-0.010803015
202010,93089,-0.039709283,-0.010802989
202007,13901,0.0483076813,-0.010796704
201403,88845,0.0310824122,-0.010789824
202110,86136,0.0089327842,-0.010783494
202209,17144,-0.0043739899999999995,-0.010775371
201302,38156,-0.009700432,-0.010769409
201407,16678,-0.009103797999999998,-0.010763916
201501,70332,-0.009090909,-0.010762836
201111,12052,0.029132185500000005,-0.010754102
202101,14542,0.0477685685,-0.010744288
201405,63830,-0.0004346300000000001,-0.010743015
201902,89258,0.0493178561,-0.010742563
201108,48725,-0.09606999,-0.010729012
201604,84788,0.1109942811,-0.01072269
201903,85269,0.0381932357,-0.010718827
201206,38156,-0.046184111,-0.010711956
201008,10147,-0.07842244,-0.010704304
201010,22752,-0.013683265000000002,-0.010702164
201809,48486,-0.11872225,-0.010696079
201711,11850,0.0077183252,-0.010686594
201012,19393,0.0490283573,-0.010685333
201806,12490,-0.012793395,-0.0106789945
201810,45751,0.027657528,-0.010677592
201105,10147,0.0045871264,-0.010677363
201701,14593,0.0473464944,-0.010675709
201201,17279,-0.05798245999999999,-0.010675271
201211,89626,-0.011900462000000002,-0.01067311
201311,20626,-0.010387632000000003,-0.010671251
201809,64936,0.0033749773,-0.01066959
201708,69796,0.0367002043,-0.010654855
201706,13856,-0.012408033,-0.010650807
201209,10145,0.022141218,-0.010642794
202102,87657,0.0062968833,-0.010641153
201608,12308,0.0949164365,-0.010639443
201806,13788,0.0164017393,-0.010636705
201312,60097,0.0061060661,-0.0106364535
201812,43553,-0.118127498,-0.010634943
201606,36468,0.0086632973,-0.010629176
201808,10138,-0.028388734,-0.010628882
201205,82642,-0.171484811,-0.010628211
201501,17778,-0.044845134,-0.010626932
201611,75034,0.1641599255,-0.010613666
201711,79323,0.0968987332,-0.010608683
201002,11552,0.0482564606,-0.0106070405
202206,89179,-0.051128836,-0.010602358
201909,87657,-0.010499930999999999,-0.010600313
201608,14702,0.1386360262,-0.010596951
201911,79103,0.014344967699999999,-0.010591376
201407,38703,-0.031582948,-0.010589738
202012,90319,-0.0011031979999999997,-0.010589319
201010,27887,0.0673911216,-0.010585043
202012,14542,-0.005131966999999999,-0.010583366
201012,24643,0.1724714505,-0.010577981
202210,50876,0.1175082268,-0.010573682
201901,91937,0.0923820344,-0.01057361
201812,75828,-0.063377376,-0.010570892
202302,87055,-0.054384117999999995,-0.010569775
201603,11404,0.094215091,-0.0105555905
201105,91063,-0.014659891,-0.010548311
201709,89179,-0.028751400999999996,-0.010548267
201408,89533,-0.089446492,-0.010545061
202010,10104,-0.056213906,-0.010530994
202105,16932,0.0109047154,-0.010526854
201909,13856,0.0078907075,-0.010520612
202011,14702,0.3961519765,-0.01052017
201807,11308,0.0615555021,-0.010516311
201710,64311,-0.007100902000000001,-0.010512955
202109,76709,-0.076971002,-0.010512072
201805,64936,-0.024461827,-0.010508585
201301,60097,0.1360311508,-0.010507912
201409,89565,-0.016025614,-0.010505033
202001,86136,0.0591700558,-0.010502481
201809,23819,0.0190565151,-0.01049943
202211,88031,0.0946245312,-0.010497575
201804,17144,-0.019819877,-0.010492831
201901,14541,0.0517652502,-0.010488496
201811,52038,-0.05689603399999999,-0.010470741
201606,64311,0.0125289994,-0.010465353
201804,18729,-0.085523842,-0.010458325
201402,38156,0.0200048778,-0.01045254
201810,58683,-0.215671045,-0.0104467375
201603,23712,0.1144272719,-0.010427675
201609,57665,-0.083995942,-0.010421113
202209,57904,-0.056090468,-0.010419945
201712,91556,0.0546044226,-0.010419234
201010,23077,0.036632144699999994,-0.010415978
201712,64936,-0.037391141,-0.010413622
202010,13407,0.0045200515,-0.010407784
201804,88845,0.061026053,-0.010404938
201201,12060,0.0446677394,-0.010400648
201608,86783,0.0486002896,-0.010399002
202108,90664,0.0269829351,-0.010388334
201712,14593,-0.016145913999999997,-0.010383372
201412,37584,-0.014773156,-0.010381012
201511,19393,0.0160728619,-0.010379034
201902,62148,0.1079412705,-0.010378539
201702,36468,0.0179667783,-0.010376939
202011,14541,0.272849636,-0.010374357
201107,84032,0.030175177400000003,-0.010363209
201605,22517,0.0238107739,-0.0103610745
201208,66157,-0.0027865719999999993,-0.010360529
201904,53613,0.0155627021,-0.0103604505
202206,88031,0.0395704907,-0.01035495
201712,70332,0.115548313,-0.0103535885
202211,25785,0.0479601144,-0.0103523815
201111,57665,-0.001764382,-0.010347375
201508,10104,-0.071356997,-0.010338872
201212,91883,0.0241386237,-0.01033703
201107,64311,0.0102762133,-0.0103293685
201306,92121,0.0048512877,-0.010326576
201112,23819,-0.062228289,-0.010325388
201211,56573,0.0038132214,-0.0103108315
202112,48486,0.0599133128,-0.010309826
201905,84769,-0.128255064,-0.010308613
201812,14593,-0.118698377,-0.010307104
201402,76226,0.1423705816,-0.010298525
201907,93096,-0.007966879,-0.010289636
201312,52038,0.0820695013,-0.010287064
201302,11703,0.018545853,-0.0102850525
201706,60986,0.0120534123,-0.010283117
201407,77178,-0.069191866,-0.010283024
201611,81055,0.1403646188,-0.01026344
201111,77659,-0.021507144000000006,-0.010246235
201006,59328,-0.092070086,-0.01023374
201103,14541,0.03594817389999999,-0.010233081
201411,89179,0.0096298149,-0.010230291
202101,92402,-0.114829159,-0.010225796
201010,40539,0.028132092000000004,-0.010224399
201010,49656,-0.037604774,-0.010217979
201209,22103,-0.048404431,-0.010209895
202003,59459,-0.165226214,-0.010205039
201908,20482,-0.022036266000000006,-0.010203739
201710,24109,0.0584679659,-0.010197015
202002,64936,-0.078517782,-0.010181713
202103,16595,-0.20362477,-0.010179355
201705,18411,0.027311674200000004,-0.01017822
201811,19350,0.1417322016,-0.010173493
201205,87137,-0.147988303,-0.010164834
201202,10147,0.0749223679,-0.010162917
201704,27828,0.0520727384,-0.010156245
201210,42534,-0.060318963999999996,-0.010156156
201708,17478,0.0065875024,-0.010139673
202108,61241,0.0426593721,-0.010138354
201503,83435,0.0035005102,-0.010137879
201808,88352,0.1003500494,-0.010134048
201905,36468,-0.077402809,-0.01013269
202008,89269,-0.06032988999999999,-0.010121438
201210,11850,-0.003161769,-0.010120402
201506,12622,0.1086398512,-0.010116697
201810,60871,-0.096535516,-0.010115902
202003,86228,-0.165215396,-0.010114231
201912,45751,0.029505930300000004,-0.010111137
201707,13688,0.0191884979,-0.010098946
201907,18163,0.0814187327,-0.01009863
201605,22509,-0.021025798999999998,-0.010091848
201111,81061,-0.0004905640000000006,-0.010090227
201807,64390,0.012939252,-0.010089093
201802,40539,0.0321731642,-0.010080242
202201,14714,-0.135234803,-0.01007471
201706,22592,0.0175933846,-0.010072243
201408,63830,0.0666957796,-0.010067997
201405,12052,0.0792143047,-0.01006421
201907,89006,-0.009506676,-0.010053246
201708,24205,0.03608061779999999,-0.010049225
201007,91063,0.0531355756,-0.010033955
202205,17005,0.0061496282,-0.010027639
202003,92203,-0.129444979,-0.010027147
201404,73139,-0.045660995,-0.010026145
201806,52038,0.0487307435,-0.010025003
201911,10107,0.0582267286,-0.010024515
201906,13788,0.1213073141,-0.01002138
201902,66181,0.0069724114,-0.010020348
201612,76614,-0.032337746,-0.010014993
201402,20626,0.070314236,-0.010004976
201803,19561,-0.095879238,-0.010003089
201711,84769,0.0404643254,-0.009997803
201007,87447,0.142455818,-0.00999567
201609,70578,-0.008164256999999998,-0.009991367
201812,27887,-0.041824992,-0.009989616
201407,64186,-0.020985105999999996,-0.009984587
202006,89006,-0.013626437,-0.009982004
201712,49656,-0.016976014999999997,-0.009980672
201407,62148,-0.028886705999999998,-0.009977558
201301,63830,-0.031781249,-0.009972119
202208,11403,-0.068054331,-0.009968224
201805,66157,-0.010517920000000002,-0.0099574635
201309,75241,0.0792707428,-0.009953915
201905,24766,0.0484674034,-0.009952073
201603,14593,0.1270106171,-0.009950894
201412,12369,0.0532455742,-0.009946779
201010,86158,0.011068004,-0.0099462
201811,23712,0.0444287329,-0.0099438215
202002,81055,-0.11282325000000001,-0.009920799
201005,17005,-0.06212592699999999,-0.009911231
202101,13721,-0.031551218,-0.0099111525
201902,14593,0.0429007418,-0.009905121
201206,11081,0.0145985652,-0.009896445
201108,91883,-0.10008633,-0.009893087
202105,64936,-0.047058851,-0.00989228
201009,64936,0.0216645764,-0.009890537
201011,77702,0.0758804249,-0.00988388
201512,64186,0.0839865821,-0.009880711
201608,87267,0.0239638161,-0.009873888
202002,86228,-0.051594539,-0.009873572
202111,64936,-0.062294262999999996,-0.009872795
201102,66157,0.026937020800000003,-0.009872786
201206,77659,-0.144636691,-0.009870696
201911,89003,0.0472972633,-0.009869981
201908,13407,-0.045671451,-0.0098689
201805,52038,0.0384144834,-0.009866972
201109,17778,-0.027047708999999996,-0.009866624
201403,47896,0.06846179809999998,-0.00986597
201311,91926,0.1008339822,-0.00986484
201405,77462,0.0428347401,-0.009861826
201909,91556,0.0368283956,-0.009856322
201805,13856,0.0009528586999999998,-0.009854446
202008,89393,0.0831105875,-0.00985185
201305,86868,0.1130279601,-0.009843678
201407,17005,0.0167838372,-0.009843185
201311,76841,0.1915721297,-0.009842609
201005,66157,-0.105068295,-0.009839998
201905,79678,-0.102494115,-0.00983872
201905,87055,-0.023685945,-0.009834182
201410,22592,0.0853332281,-0.009832623
201204,75510,-0.022151038000000005,-0.009831139
201906,89626,0.0124619489,-0.009820663
201611,14008,0.0275990905,-0.009819153
201301,19350,0.0884054601,-0.009810942
201810,19561,-0.047718791,-0.009804613
201010,13856,-0.017258327999999996,-0.009802611
201503,12622,0.0515795685,-0.009794752
201305,21776,-0.156224966,-0.009792239
201307,87842,0.0581293702,-0.009782114
201911,57904,0.03548172279999999,-0.009770826
201307,59176,-0.010165937000000002,-0.009768746
201410,60097,0.1051655039,-0.009768034
201804,22111,-0.014353539,-0.009764363
201305,92121,0.088477321,-0.00975998
201904,77605,-0.034929653,-0.009759187
201904,82642,0.035713317,-0.009753144
202004,21936,0.175245136,-0.009750676
201209,59408,0.1062830033,-0.009747523
201409,28484,-0.064589508,-0.009741346
201608,45751,0.0283931136,-0.0097350525
202009,87657,-0.070230438,-0.009730103
201210,26710,0.024621290900000002,-0.009728032
201612,87842,-0.020659917,-0.009727498
202002,89003,-0.028625882999999998,-0.009727293
201503,75510,-0.065233834,-0.009723042
201908,69796,0.0404688875,-0.009711797
201008,11081,-0.111127144,-0.009707411
201803,75510,0.0321329012,-0.009704794
201706,77418,0.0086472192,-0.009701447
202104,75186,0.0800859332,-0.009694594
201211,57904,0.0714147257,-0.009686588
202101,10104,-0.062242557999999996,-0.009681017
202202,92602,-0.017306745,-0.009679762
201706,15720,-0.035386038,-0.009669288
201207,22592,0.0181920193,-0.009653087
202111,77357,0.023470819000000004,-0.00964526
202004,18729,0.0655514747,-0.00964182
201407,59408,-0.007807409999999999,-0.009637623
201410,34833,-0.075091012,-0.009630294
201410,12052,0.1045715511,-0.009626198
201111,59328,0.023634837900000004,-0.00961928
201911,17750,0.024838466000000003,-0.009609236
201911,91152,0.0763631666,-0.009605928
201503,87267,-0.009154102999999999,-0.009604576
201109,85348,-0.091594622,-0.009602725
201905,59176,-0.023596239999999997,-0.009597569
201301,22752,0.0564240701,-0.009590852
201212,49680,0.0361238325,-0.009583254
202109,24109,-0.09366975,-0.0095665725
202009,60506,-0.006623736999999999,-0.009565041
201801,77605,0.12667406150000002,-0.009564887
201703,34833,-0.022115444999999997,-0.009556034
201402,68144,0.0205294397,-0.009555164
201306,66181,-0.010170384,-0.009545314
201008,63765,-0.102431944,-0.009539385
201103,39490,0.0504536459,-0.00953788
202008,60628,0.3053631948,-0.009536472
201903,22293,-0.051023898,-0.009534319
201204,14702,-0.036560863,-0.009525307
201312,89954,0.0446225516,-0.009524447
201406,28222,0.0785195753,-0.009523974
201007,18729,0.009422615,-0.009522741
201305,13901,-0.011229796000000002,-0.009518345
201203,39490,-0.069396809,-0.009517419
201105,77702,0.0198895056,-0.009511379
201405,12622,0.0190384947,-0.009510602
201707,24109,0.0147023273,-0.0094929235
201803,22509,-0.008570686,-0.009490385
201208,57904,0.0622572767,-0.009489982
201007,63765,-0.056776983999999996,-0.009488485
201412,12060,-0.037372567,-0.009478926
202002,61399,-0.084389934,-0.009475184
201402,34833,0.102203913,-0.009473634
201310,77281,0.0791453198,-0.009473301
202009,14593,-0.102626322,-0.009461735
201705,70578,0.0284495008,-0.009460981
201312,60628,0.037635237,-0.009456829
202011,18542,0.1052167358,-0.009449541
201308,92602,-0.06436418,-0.0094464095
201905,22509,-0.10737658499999998,-0.009443789
201903,13788,0.06644335629999999,-0.009441315
201505,90215,-0.0009612700000000002,-0.009441064
201907,22779,-0.00651818,-0.009431544
201408,78975,0.014761487,-0.009429052
201604,24205,-0.006522127000000001,-0.00942861
202103,19393,0.0373389721,-0.009407769
201807,76841,0.1504466059,-0.009406914
201304,26825,0.0094676483,-0.009406631
201111,76841,-0.012117597000000003,-0.00939802
201504,56573,-0.036648113,-0.009396995
201511,84788,0.0621504411,-0.009395403
201511,70519,0.0173030291,-0.009392641
201903,24766,-0.072116537,-0.009391532
202109,21776,-0.013871895,-0.00938977
201911,77178,0.0374623628,-0.009385007
201107,62092,-0.066780545,-0.009384413
202101,88873,-0.180677457,-0.009375366
202102,59176,0.1634267271,-0.009374346
201307,28222,0.1864147633,-0.0093713505
201105,92602,0.0332660936,-0.009364671
201203,14702,0.0159183424,-0.009363077
201805,11308,-0.006259965000000001,-0.009355991
201905,18163,-0.035627419,-0.009351133
202002,93096,-0.021472476999999997,-0.009350914
201104,14541,0.018141266,-0.009345747
201808,45751,0.0136350841,-0.009341777
201903,57904,0.0156010301,-0.009335822
201404,87267,-0.042864446,-0.009334552
201808,24205,0.0203052937,-0.009326349
201008,90386,0.2320090847,-0.009324151
201609,38703,-0.128546473,-0.009323756
202012,66093,0.0002478341000000002,-0.009323721
201504,19393,-0.006201557,-0.009323244
201703,69032,-0.062266239999999994,-0.009315421
201902,40539,0.0334905951,-0.009311817
201211,18542,0.0049701606,-0.009309187
201311,60097,-0.001393759999999999,-0.009302764
201702,85913,0.0313966826,-0.009301809
202004,18411,0.0478389412,-0.009300075
201510,75828,0.0637638345,-0.009299277
201702,17005,0.0220591345,-0.009295163
201109,88661,-0.074083947,-0.00928684
201403,21573,-0.061566748,-0.0092821
202010,18163,-0.008009197,-0.00928045
202006,38703,-0.032967357,-0.009278118
201412,89565,0.0132898651,-0.009277466
202008,70578,0.0533530692,-0.009272478
201004,86356,-0.118297829,-0.009272155
201904,57904,0.0055000215,-0.009271461
202008,27959,-0.040635774,-0.009264783
201804,18163,-0.079891457,-0.009257545
201209,59010,-0.0012167199999999993,-0.009253067
202001,12558,-0.0036617969999999996,-0.009252117
201409,17005,0.0017621069000000001,-0.009247663
201210,87842,0.029789803400000002,-0.009247483
201805,17005,-0.093624002,-0.009244976
201006,40539,-0.077310702,-0.009244212
201006,87137,-0.043482935,-0.00923995
201703,60442,-0.055239913999999994,-0.009239719
201808,12490,0.0199276573,-0.009237793
202006,91937,0.0445361043,-0.009236283
201207,57665,0.06345408409999999,-0.009233625
201011,27887,-0.046830828,-0.009230944
201702,11955,0.0545640246,-0.009227696
201412,66157,0.0225113127,-0.009226953
202111,18411,-0.008985898,-0.009226254
201412,28222,0.0081345607,-0.009224235
201904,24766,0.0732338188,-0.009222238
201706,23931,-0.035456997,-0.009212916
202206,79678,-0.0008567619999999996,-0.009211044
201410,83443,0.014622877400000001,-0.0092067355
202012,22752,0.0255251227,-0.009206147
201006,86111,0.0978521647,-0.009202165
201105,39087,0.1293436438,-0.009196573
201407,91883,-0.014935485,-0.009194999
201008,62148,-0.049227501,-0.009194438
201607,21776,0.025102479000000004,-0.009191467
201902,92611,0.0971556387,-0.009190933
201212,60506,0.0470097082,-0.009189806
202305,79103,-0.018862015999999995,-0.009180487
201008,11308,0.0139174031,-0.009176361
201308,69032,-0.05328919000000001,-0.009176114
201612,90319,0.0210564038,-0.009170867
201407,73139,-0.05396113499999999,-0.009167421
201905,14541,-0.04391242,-0.009166482
202103,92221,-0.101317964,-0.009159316
201702,21936,0.0850081139,-0.009152365
201202,91883,0.0838306397,-0.00915134
202312,84788,0.0357438532,-0.009134251
202012,92655,0.0462518947,-0.009133519
201411,22103,0.0024976966,-0.009130624
201212,19350,0.0335703733,-0.009125209
201904,17750,0.034058219,-0.009121244
201304,11404,0.0429297537,-0.009119381
201202,24766,0.0389319919,-0.009110867
202109,18163,-0.018189454,-0.009108049
201402,80924,0.0083798803,-0.009107449
201112,61399,0.0570595153,-0.009105991
201409,75186,0.0308663324,-0.009101025
201409,75034,-0.05901072899999999,-0.009100306
201701,24109,0.0170713861,-0.009099211
201109,70332,-0.143864423,-0.009097387
202009,90215,-0.078332117,-0.009097065
201902,44644,0.0925221003,-0.009096374
201208,59459,0.0332598778,-0.009093999
201708,64186,0.0480744172,-0.009093643
202102,15579,0.0397127271,-0.009093481
201904,79103,-0.027157895,-0.009092637
202306,12872,0.1074287898,-0.009085332
201711,90993,0.0801379518,-0.009075121
201503,89393,-0.122591652,-0.009074609
201202,59328,0.025359541200000002,-0.0090700695
201902,89525,0.0556240759,-0.00906434
201903,21178,-0.031795607,-0.009064066
201910,76076,-0.0329702,-0.009061529
201006,88352,-0.022251978999999998,-0.009056159
201806,90993,0.0395085006,-0.009055913
201801,22509,0.0151499713,-0.009055526
201010,62092,0.0738347786,-0.009054669
201504,10145,-0.032499276,-0.009054198
201912,48486,0.098738694,-0.00903204
202202,38703,-0.0033457309999999994,-0.009002534
202203,69032,-0.036908424,-0.00899629
202207,87842,0.0065259925,-0.008991829
201409,34833,-0.066133246,-0.00899176
201403,83443,0.0793747008,-0.008989318
201605,15579,0.0623122992,-0.0089857625
201812,12622,-0.137703921,-0.00898379
201511,20626,0.0089027081,-0.008983073
201308,86868,-0.069499448,-0.008978856
201505,22293,0.0052556028,-0.008976563
202006,86158,0.0719754638,-0.00897524
201808,49154,0.0908640521,-0.008963724
202002,90505,-0.10838108,-0.008958337
201810,10145,-0.095129316,-0.008954023
201408,86158,-0.067686029,-0.008951946
202010,76709,0.0805645006,-0.008945198
201011,62092,-0.010990657,-0.008938798
202108,92221,0.1904443204,-0.008926331
201911,40539,0.06315385349999998,-0.008917998
201403,86946,0.0641352758,-0.008917482
202111,14702,0.0788877383,-0.008917413
201405,10104,0.027886482000000004,-0.008914986
201512,88446,0.0436466763,-0.00891249
201908,11552,0.0521775122,-0.008905658
201908,40539,0.0101302025,-0.0089035565
201412,89525,0.0170055646,-0.008894713
202212,90664,-0.029443799,-0.008892878
201608,76744,-0.025870080999999996,-0.00889066
201210,81061,0.0845216306,-0.008888799
201510,77274,0.101232253,-0.008885137
202008,23931,0.0062006599,-0.008882857
202002,66800,-0.162361929,-0.008881305
202304,50876,0.1491992321,-0.008877051
201908,91556,-0.0017885939999999993,-0.0088750245
202008,76709,-0.016919616999999998,-0.008873937
202210,53613,0.0798357295,-0.008868872
201811,22592,0.0981684855,-0.008855064
201502,37584,0.0446342528,-0.008855033
202306,90664,0.091940575,-0.008853645
202006,77357,0.077784011,-0.008853446
202002,66093,-0.064995798,-0.008853179
201409,60442,0.0097935321,-0.008852468
202002,88873,-0.059936227,-0.0088523505
201105,77418,-0.031563662,-0.008846746
201410,22103,0.023649659000000003,-0.008844403
201111,91650,0.0373734161,-0.008841873
