date,permno,predicted
201906,25785,-0.048487477
201511,72726,-0.04848615
201908,24109,-0.048481163
201901,85269,-0.04847989
201511,90505,-0.04847722
202208,92203,-0.048472736
202208,66157,-0.04846225
202311,76605,-0.048442915
201906,60442,-0.048427105
201512,58683,-0.04840238
202212,89006,-0.04838343
201912,49154,-0.04838161
201410,62092,-0.04837019
201505,89393,-0.048366643
201806,76841,-0.048362397
201411,65875,-0.048361953
201809,77768,-0.048357993
201209,77668,-0.048348572
201009,61815,-0.04834614
201612,58683,-0.048344728
201411,81061,-0.048325025
201712,75825,-0.048324633
202212,44644,-0.04832328
201004,86979,-0.04830074
201704,79678,-0.04826179
201404,69032,-0.048256733
201701,85269,-0.048247658
201402,90505,-0.04823939
202212,77605,-0.0482141
202212,17750,-0.048203524
201208,86356,-0.048192035
202212,87267,-0.048189975
201412,86783,-0.048181057
202312,18411,-0.048179176
201904,82800,-0.04817223
202004,23026,-0.04817167
202302,27959,-0.048140716
202105,13447,-0.04813661
201406,76076,-0.048125666
201407,27828,-0.04812003
202101,77274,-0.04811757
201305,57904,-0.048116144
201208,81774,-0.04810632
202211,93002,-0.048091516
202010,22592,-0.048074804
202306,43449,-0.048067488
201406,61399,-0.048058394
201108,23819,-0.048038665
201904,10104,-0.048036806
201510,75186,-0.048034117
201510,12490,-0.04802655
202212,61241,-0.048021637
201902,18411,-0.048018735
201711,70332,-0.048017163
201605,11703,-0.04800828
202301,84723,-0.047980353
201410,91937,-0.047979172
201010,15069,-0.047977343
201603,42534,-0.04794624
202205,82800,-0.047943443
201605,70332,-0.04792847
202011,17005,-0.047920577
202305,40539,-0.04788957
201808,89006,-0.04788906
202311,38093,-0.047882542
201706,60871,-0.047861133
201210,86868,-0.04785385
202207,90215,-0.047847595
202208,66800,-0.04782976
201410,84788,-0.04781732
201412,82618,-0.04780696
202306,10145,-0.04780544
202212,18411,-0.047797967
201310,10104,-0.04777706
201509,12558,-0.047755778
201406,57665,-0.047753546
201410,59176,-0.047752004
202307,92655,-0.047749814
201402,78975,-0.04774511
201205,86356,-0.04774092
201101,12060,-0.04770847
201702,16678,-0.04769907
201405,88668,-0.047668945
201609,75241,-0.04765869
202101,17750,-0.047657937
201310,62092,-0.047655966
201407,28222,-0.047624636
201408,10104,-0.047621563
201908,88352,-0.04760727
201702,93436,-0.04758744
201909,86356,-0.047553796
202301,27959,-0.047550283
202012,85913,-0.047546744
201405,75646,-0.047536362
201805,89006,-0.047529735
201808,75825,-0.047522668
202002,14593,-0.047507316
201408,89525,-0.04749274
202303,87432,-0.047482353
201908,17478,-0.047474977
201406,81774,-0.04746816
201901,89006,-0.047461193
201905,25785,-0.047452677
201901,58683,-0.047451947
201103,88991,-0.047434237
201511,64311,-0.047429226
201410,57665,-0.04742894
201401,42534,-0.04740964
202307,56573,-0.047369994
201310,28222,-0.047359027
201005,10145,-0.047351573
202101,84769,-0.047344394
202102,57665,-0.047315415
201608,48725,-0.047311127
201609,70332,-0.04730658
201107,59176,-0.04729233
202306,49680,-0.047265317
201811,89269,-0.047263358
201905,89258,-0.047263
201705,10696,-0.047258757
202212,92257,-0.047249556
202309,24766,-0.04724065
201812,86580,-0.047239304
202001,91937,-0.047237687
202312,84723,-0.04722411
201602,21020,-0.04721497
202008,13379,-0.0472102
201908,80924,-0.047206346
202308,88031,-0.04720273
201207,91063,-0.047197603
201403,76076,-0.047186203
201910,11404,-0.04718269
201610,49656,-0.047181536
201805,26403,-0.047173157
201302,18542,-0.047157824
201804,82642,-0.047156952
201405,76841,-0.04715314
202212,64390,-0.04713186
201408,60628,-0.04712484
201408,37584,-0.047120787
201611,59408,-0.0471163
201310,77178,-0.04711426
201704,88446,-0.047081016
202203,77274,-0.04707906
201402,75241,-0.04707717
201010,19561,-0.047066793
201406,75646,-0.04706232
202306,19561,-0.047057953
201508,11552,-0.047057427
201209,86356,-0.0470411
201401,86783,-0.047037266
201903,17830,-0.04703171
201812,70578,-0.047016118
201210,75825,-0.047014736
201403,43553,-0.04700463
202304,93132,-0.046995074
201711,14702,-0.04697991
201707,60986,-0.04696269
201408,87267,-0.046955124
201410,19561,-0.046954494
201205,41080,-0.046949748
201406,66800,-0.046945628
202205,21936,-0.04690751
202111,93132,-0.046901498
201701,16678,-0.0468958
202304,87267,-0.046875224
202212,82642,-0.04687215
201005,85963,-0.046870954
201011,75186,-0.04686503
201406,17778,-0.046860516
201410,91926,-0.046851162
202310,14714,-0.046841364
201711,27828,-0.046815768
202312,39642,-0.046758458
201405,61399,-0.046737865
201407,76614,-0.046732493
202303,92655,-0.046710882
202002,92221,-0.046706457
201911,17144,-0.046693612
201905,12872,-0.046676304
202305,76076,-0.046671785
201805,75825,-0.0466356
201309,82800,-0.0466302
201907,12622,-0.046627212
201811,15579,-0.0466187
201412,52038,-0.04659676
201704,86580,-0.046572596
202201,61241,-0.046570525
201805,41080,-0.046535548
201407,37584,-0.046533093
202003,85269,-0.046532214
201404,14702,-0.046528604
202211,12369,-0.046513177
201404,61399,-0.046500828
201903,17144,-0.046481308
202306,13856,-0.046477817
202008,13447,-0.046476003
201009,34833,-0.04647511
201902,12872,-0.046457227
201812,22103,-0.046457183
201810,76841,-0.046451613
201410,75825,-0.04643229
201010,77768,-0.0464319
201812,77178,-0.04641447
201706,64186,-0.046400886
201411,15579,-0.046380695
201409,57665,-0.046378393
202102,88031,-0.046376307
202309,59408,-0.046374433
201007,86158,-0.046365276
201307,89258,-0.046360627
201407,81774,-0.046356592
201911,77702,-0.046347287
202011,87842,-0.046344344
202008,86580,-0.046336643
202101,13788,-0.046334904
201812,28222,-0.046332266
201410,75510,-0.046327576
202102,22752,-0.046314027
202107,13928,-0.04627933
201510,93436,-0.046244275
201005,89525,-0.046242334
201805,50876,-0.046215676
201808,89525,-0.04621411
202305,56573,-0.04620989
201902,86783,-0.046200965
202012,10696,-0.04618471
202102,88352,-0.04617155
202104,18542,-0.04616025
201506,13407,-0.046134617
201412,92121,-0.04612229
201308,90505,-0.046121027
201007,19350,-0.046112828
202311,76614,-0.04610663
202306,15408,-0.046079688
202102,91068,-0.046066772
202312,90215,-0.04606547
202311,49680,-0.046064593
201904,14008,-0.04605291
201410,77768,-0.046027593
201101,66157,-0.046013538
202212,92611,-0.046001494
201411,89525,-0.04599874
202211,62148,-0.045956127
202210,75186,-0.04595242
201310,89393,-0.04592535
201808,76841,-0.04591905
202006,21776,-0.045899477
201108,39490,-0.04588727
201401,10104,-0.04584826
201701,84597,-0.045823533
201411,90441,-0.04581432
201903,23931,-0.04581054
202101,77357,-0.045801632
202101,57665,-0.045783207
201305,75186,-0.045779902
201812,66093,-0.045775753
201602,27959,-0.04575762
202305,13788,-0.04575677
201407,86158,-0.045751885
201407,90880,-0.045746423
201410,14593,-0.045728497
202310,56573,-0.045728043
201409,59176,-0.045723934
201906,82642,-0.045721073
202212,11850,-0.045711804
201510,89179,-0.04569578
201312,22592,-0.045688123
201512,75828,-0.045686703
201901,19393,-0.045677003
201409,22293,-0.045672905
201210,23819,-0.045657907
201208,77178,-0.045650993
202206,25785,-0.045629017
201808,62092,-0.045609355
201908,75825,-0.045580816
201209,39490,-0.04557381
202201,17341,-0.045573257
202302,48653,-0.045572538
201407,60628,-0.04557238
201512,14541,-0.045572296
202002,24766,-0.045548424
201012,10145,-0.045546845
201805,35554,-0.04553501
201701,88668,-0.04552173
202101,40539,-0.045502663
201406,25785,-0.045492318
201410,59328,-0.04547784
202012,18542,-0.045470785
201409,10145,-0.0454581
202112,76201,-0.045439094
201902,66157,-0.04543301
201407,76076,-0.045432042
201904,48506,-0.045419846
202101,76076,-0.04541125
201810,21936,-0.04538102
202308,77338,-0.045378853
202307,73139,-0.045369018
201211,61399,-0.045367394
201408,10147,-0.04536192
202101,90993,-0.04535464
202212,53613,-0.045352343
202002,75186,-0.04534507
201711,91233,-0.04534408
201806,38703,-0.045342013
201601,12742,-0.0453198
201701,47896,-0.045269337
202205,18312,-0.045264605
201010,50876,-0.04525966
201306,39087,-0.045252986
202306,41355,-0.0452439
201105,91233,-0.045237873
201906,87267,-0.045237124
201010,82800,-0.045227107
201305,19350,-0.045223802
202208,85631,-0.045223564
201410,38703,-0.045209844
201411,89258,-0.04519964
202011,47896,-0.045189224
201609,62148,-0.04517531
201605,72726,-0.04516621
201812,19502,-0.045162745
201604,28222,-0.04512876
201411,59192,-0.045127
201309,20626,-0.04511847
201106,89179,-0.04511295
201011,14702,-0.045112032
201402,75186,-0.04510998
201409,49656,-0.0451092
201703,87267,-0.04510567
201208,61815,-0.045089915
202001,48653,-0.045069255
201101,75186,-0.045068916
201411,90442,-0.045065355
202003,88031,-0.045058984
201004,59176,-0.045057833
201606,13788,-0.045055326
201309,70578,-0.045038518
202011,16851,-0.045023877
201411,85348,-0.045023266
201506,88446,-0.04500158
201407,87267,-0.0450012
202311,53613,-0.04498111
201911,93096,-0.044980817
202304,89179,-0.044949386
201101,59176,-0.04494318
202101,88446,-0.044929534
201411,59328,-0.044921543
201701,25785,-0.04490432
201010,21776,-0.04489559
202202,60628,-0.04487754
201904,13628,-0.044859935
201511,49656,-0.04485764
201207,20626,-0.044853095
201406,49656,-0.044825476
201704,89393,-0.044799127
201403,11552,-0.04479202
202305,91937,-0.04478876
202011,14295,-0.04476536
202306,61241,-0.044765294
201406,14593,-0.04476485
202208,62148,-0.044757858
201411,13901,-0.044744622
201812,18729,-0.044733804
201301,18542,-0.044721074
201411,10147,-0.04468293
201812,68144,-0.04467805
201406,78975,-0.044674184
201604,86136,-0.044667494
201012,86783,-0.04464104
201402,59408,-0.04464035
201411,91937,-0.044615224
201908,91937,-0.044596985
201410,62148,-0.04459546
201010,86339,-0.044580907
201501,14593,-0.04457563
201903,60871,-0.044558924
201411,91063,-0.0445583
202206,15579,-0.044554938
201208,10138,-0.044553354
201405,41080,-0.04454604
201511,48725,-0.044531297
201806,75186,-0.044528276
202306,26403,-0.044519763
201412,84788,-0.044509806
201410,89393,-0.044499293
202309,91233,-0.044491157
201810,22111,-0.044486225
202204,79103,-0.04446232
201004,22592,-0.044460043
201402,87055,-0.04444698
201209,81774,-0.044446513
201908,76614,-0.0444245
201410,86356,-0.044412494
201204,86356,-0.04441142
201411,76076,-0.044401515
202011,77178,-0.04439484
202212,86868,-0.04437699
201103,14702,-0.044375926
201509,89258,-0.04436341
201407,90442,-0.04435055
201305,39087,-0.044346288
202209,28484,-0.04433994
202003,62148,-0.04433808
202004,49656,-0.044334635
202006,12052,-0.044307936
201409,64311,-0.04429822
202001,17478,-0.04427917
201904,88446,-0.044268973
202107,76614,-0.044247966
201402,76076,-0.04424606
202101,55976,-0.044240497
201812,76614,-0.04423523
201910,21207,-0.04419696
202312,91068,-0.04418152
202111,76709,-0.044167824
201902,13628,-0.04415275
202309,91068,-0.044131752
201206,88661,-0.044122916
202303,57904,-0.04411554
202307,15408,-0.0441135
202002,25785,-0.04410028
201901,18542,-0.0440988
201408,59176,-0.044086218
201809,27828,-0.044076
201809,60871,-0.044072498
201207,10145,-0.044067133
201405,52038,-0.044043966
201502,10107,-0.044039737
201207,76841,-0.04403713
202204,48653,-0.044026602
201907,19350,-0.044021603
201104,19350,-0.044017106
201610,59328,-0.0439996
202310,48725,-0.0439986
201005,79212,-0.043993823
201606,42534,-0.04397164
201810,88446,-0.04396028
201703,90215,-0.04393693
201905,86356,-0.043933474
202008,90664,-0.043924868
201208,91063,-0.043917846
202102,73139,-0.04391035
201905,57665,-0.043896407
201410,70578,-0.043891177
201905,28222,-0.04386537
202304,64186,-0.04386119
201209,62092,-0.043814573
201301,22509,-0.04381052
201101,85913,-0.04380657
202005,85269,-0.043805968
201312,70332,-0.043803167
201801,88446,-0.043803096
202211,12872,-0.043797657
201402,66384,-0.043794174
201408,50876,-0.04378043
202004,48653,-0.04377036
202002,13901,-0.043769386
202204,93436,-0.043753274
202007,88949,-0.043750852
201306,69032,-0.043732386
201905,12558,-0.043720003
202212,60442,-0.043714147
202101,45751,-0.04370421
202306,66093,-0.043688614
202305,89626,-0.043677274
201301,10145,-0.043663282
201811,19502,-0.043659665
201410,75186,-0.043636907
201210,85963,-0.043635976
202101,27959,-0.043631874
201412,85348,-0.04360888
202204,66800,-0.04359425
201501,88446,-0.043585364
201409,66157,-0.043579433
201602,55976,-0.043568913
201604,70519,-0.043553602
202212,52038,-0.0435426
201903,14541,-0.043540318
202004,13901,-0.043534603
201904,86783,-0.04348869
201408,28222,-0.043485124
201809,53613,-0.043477014
201405,85269,-0.043452192
201405,70332,-0.043447644
201403,82800,-0.043442007
201405,91926,-0.04342386
201102,89525,-0.043420415
202311,56573,-0.043395888
201905,70332,-0.043389264
201207,11081,-0.043377735
201806,85631,-0.04337136
201010,17830,-0.043342557
202010,14231,-0.043326806
201411,38156,-0.043310255
202305,91152,-0.043298576
201910,75828,-0.043295126
201108,91063,-0.04328541
201810,27828,-0.04324422
202306,59408,-0.04323636
201506,85269,-0.043200254
202204,22111,-0.04319501
201211,77281,-0.04319101
202309,39642,-0.04318753
201701,86868,-0.04318042
201810,18542,-0.043151822
201403,39490,-0.04314977
201311,84032,-0.043142326
202007,86580,-0.04313794
201512,75825,-0.043134686
201605,11552,-0.04313282
201901,13356,-0.04312262
201011,10138,-0.043118723
201407,10107,-0.043115005
201412,56573,-0.043109916
202204,18729,-0.043106347
201609,70519,-0.04308534
201302,69032,-0.043049235
202304,64311,-0.043039717
201912,19393,-0.043034907
201711,85348,-0.043026805
201410,78975,-0.043017305
201806,60871,-0.043015406
201404,85269,-0.043013692
202305,12052,-0.042974856
202204,17942,-0.042937092
201401,77668,-0.04293508
202203,86783,-0.042928662
201807,77768,-0.042926725
202101,10696,-0.04292616
201505,27828,-0.04292109
202004,75828,-0.042920485
201410,28222,-0.042912163
202305,60871,-0.04290597
201410,90993,-0.042883758
201404,90505,-0.04284199
201208,62092,-0.0428383
201510,19393,-0.042835254
201909,57665,-0.04282668
201412,10147,-0.042825866
201209,26403,-0.04281402
201010,90441,-0.042807724
202307,92602,-0.042805888
202310,50876,-0.042802457
201812,75186,-0.04280199
201905,77605,-0.042801365
201805,70519,-0.042779636
202311,13788,-0.042779334
201812,80924,-0.04277584
202010,41080,-0.042769536
201008,64311,-0.04275713
201702,13407,-0.04275046
202304,91937,-0.04274153
201102,89179,-0.042730216
202305,59459,-0.0427082
201501,12369,-0.042705473
202307,79103,-0.04268624
202310,55976,-0.042680778
201005,12060,-0.042620257
202307,91937,-0.042616703
202311,90505,-0.042604588
201703,77668,-0.042599536
202204,59328,-0.04259563
201708,90505,-0.04257016
202309,10145,-0.04254693
201409,92602,-0.0425467
201804,75825,-0.042527925
201510,82800,-0.04251941
201411,87842,-0.04251525
201502,89393,-0.042481557
201808,80924,-0.04247357
202101,87055,-0.042462643
201008,61815,-0.042461615
202009,13721,-0.04246052
202003,56573,-0.04246047
201411,66093,-0.042428933
201702,75186,-0.042406965
201811,12060,-0.04239442
201711,69796,-0.042380683
201301,60506,-0.04237924
201411,15069,-0.04237079
202308,89626,-0.04234842
201901,76841,-0.042316183
201805,90319,-0.042309657
201311,45751,-0.042283077
202309,87842,-0.042268313
201404,84032,-0.04226118
202101,12052,-0.042259306
201109,89533,-0.04225777
201812,17750,-0.042251766
201006,18542,-0.042245742
201411,81774,-0.04224292
201412,81061,-0.042195007
201408,90880,-0.042185433
201811,47896,-0.04217932
201101,19350,-0.042172387
202308,76605,-0.042123742
201905,60628,-0.042103067
201408,85269,-0.042077236
201805,70332,-0.042054046
201408,17830,-0.042028002
201805,56573,-0.042014647
202212,50876,-0.041993342
202310,91068,-0.041989964
201901,14702,-0.04198424
202306,18576,-0.041982543
201501,53613,-0.04196813
202212,82800,-0.04196376
201711,14776,-0.041943196
201601,10107,-0.04194153
201906,75510,-0.041936267
201405,90442,-0.04191617
202211,10104,-0.041913524
201703,76226,-0.041912712
201203,90386,-0.041888155
201811,22111,-0.04188253
202009,77178,-0.04187154
202208,75186,-0.041870713
201208,76226,-0.041866705
202006,22752,-0.041848686
202306,92602,-0.04184437
201812,87267,-0.041827835
201011,57665,-0.041824996
201805,92655,-0.04182189
202212,11990,-0.041819625
201510,88446,-0.041817892
202102,12369,-0.041776415
201702,84597,-0.041775733
201403,17478,-0.041774623
201902,18542,-0.041774552
201611,87842,-0.041771065
202212,15408,-0.041757762
202006,65875,-0.04175011
201405,10145,-0.041739672
202003,27828,-0.041733388
201408,87447,-0.04172117
202003,79678,-0.0416953
201308,20626,-0.04168608
202109,93436,-0.041672535
202307,27959,-0.04166844
201907,12369,-0.041661054
201012,11703,-0.04165416
201304,70519,-0.041652787
202304,61399,-0.0416496
202302,18576,-0.04162713
201412,17478,-0.04162473
201408,41080,-0.041600652
202010,79103,-0.041594878
201910,24205,-0.041586835
202306,89626,-0.04158618
201004,90441,-0.041571293
202306,22111,-0.041547097
201602,90441,-0.041532908
201401,17478,-0.041524254
201407,75646,-0.04152219
201107,89533,-0.041516226
202308,81061,-0.04149667
201203,47896,-0.041482735
202009,10107,-0.041481722
202306,92203,-0.04147568
201301,87842,-0.04146741
201609,75186,-0.041454446
202008,15488,-0.041453235
202307,24109,-0.04144929
201703,14040,-0.041448098
201905,13911,-0.04144292
202007,91937,-0.041438002
201305,90215,-0.04143231
202303,24205,-0.04142227
201403,90505,-0.04138155
201402,42534,-0.041365463
201811,13356,-0.041358303
201012,60628,-0.041351277
201311,76226,-0.04133273
201804,64186,-0.041321043
201904,75186,-0.041317675
201405,22103,-0.041316465
201905,20482,-0.041307237
201408,89565,-0.041301016
201007,39087,-0.04130086
201404,60506,-0.04128935
202002,91937,-0.041268755
201811,59328,-0.0412547
202201,70519,-0.041248944
201809,13721,-0.041242838
201904,25785,-0.041235246
201809,11552,-0.041230682
201804,13721,-0.04122603
202102,17005,-0.041184228
201404,17778,-0.041168075
201411,70578,-0.04116804
201407,50876,-0.041155763
201802,52038,-0.04115241
201902,59408,-0.041151937
201012,19561,-0.041146748
201405,60506,-0.041146286
201608,84788,-0.041138276
201404,77702,-0.04112437
201004,57904,-0.041120674
201810,36468,-0.04111158
201402,18542,-0.041101992
201811,13928,-0.041100092
201712,58683,-0.041097596
201905,91233,-0.041095003
201508,48725,-0.041092012
201210,39490,-0.04107999
201711,13928,-0.041075587
201404,43553,-0.04106945
201403,10104,-0.041065786
201903,48506,-0.041047126
202312,90664,-0.041027106
202212,14542,-0.041013464
202302,59408,-0.041006044
201010,62148,-0.041001882
202207,48725,-0.040998075
201410,13901,-0.04099448
201108,77418,-0.04099431
201401,87137,-0.04097596
201504,76614,-0.040946305
201908,92602,-0.04094602
201706,89393,-0.040940065
202007,22752,-0.04093711
201003,25785,-0.040936578
202012,84769,-0.040927976
201007,60506,-0.0409248
201604,37584,-0.0409223
201408,90993,-0.040918093
201204,90505,-0.040905267
202107,16595,-0.040905014
201602,18411,-0.040904414
201005,75489,-0.040901035
201302,86868,-0.04087297
201102,91883,-0.04086652
201007,86111,-0.040852863
201410,90442,-0.040827665
201707,91926,-0.04081722
201406,60628,-0.04079053
202312,92655,-0.040772438
201303,83435,-0.040768616
201704,79103,-0.04076498
201409,12490,-0.04075925
201401,90505,-0.04075124
201704,77605,-0.04074426
202208,77357,-0.040742293
201010,91063,-0.040741667
201904,17830,-0.040741652
201805,13788,-0.04073389
201410,91063,-0.04069109
201510,17478,-0.0406874
202009,93436,-0.040675808
201404,12622,-0.04065245
201609,85269,-0.040634498
201312,37584,-0.040631868
201604,62092,-0.04061786
202009,50876,-0.040587004
201903,86158,-0.040580437
202008,13721,-0.040562056
201404,22103,-0.040547486
202010,79678,-0.040538955
202206,21936,-0.04053543
202303,13856,-0.040531654
202101,18411,-0.04052182
201405,10138,-0.040503614
201712,14776,-0.040494487
201410,22509,-0.040479504
202302,23660,-0.040479224
201210,47896,-0.04046216
201608,76841,-0.040454652
201210,86356,-0.04044628
201612,69032,-0.04044496
202211,53613,-0.040438183
201904,92611,-0.04043378
202311,14541,-0.040424135
201404,90880,-0.04041361
201805,88446,-0.04040104
202302,17942,-0.040397584
202306,17144,-0.04037628
202204,64936,-0.040371444
201710,19561,-0.040358093
201608,90505,-0.040357944
201605,75825,-0.04033403
202301,78975,-0.04032491
201404,89258,-0.040319536
201703,90319,-0.040300243
202005,92402,-0.040287532
201811,28222,-0.04027831
201210,61399,-0.04026597
202204,18312,-0.040263962
201806,35554,-0.040248327
201804,25785,-0.040247798
202312,45751,-0.04024199
201401,66800,-0.040240347
201708,85913,-0.040235154
201712,84788,-0.040228594
201404,70332,-0.040224425
202301,21776,-0.040223
201401,43553,-0.04021137
201310,56573,-0.040201414
201906,77702,-0.04019845
202303,90993,-0.04019736
201410,60628,-0.040187784
202001,92655,-0.04018667
202010,59328,-0.040177602
201005,15069,-0.04017033
201708,86783,-0.04016797
201202,86868,-0.040166188
201811,22103,-0.04016482
202004,79323,-0.040160403
201511,17478,-0.040150903
202204,77338,-0.0401308
202010,60871,-0.040127963
202209,34833,-0.04012055
201809,11850,-0.040112115
201208,10145,-0.040109303
201410,52038,-0.04010095
201312,77668,-0.0400821
201404,87842,-0.04007053
201411,86136,-0.040067874
201811,27959,-0.04006041
201912,86356,-0.04004968
201909,38156,-0.04004854
201005,91650,-0.040047657
201410,17830,-0.040046588
202201,40539,-0.040039353
202003,23536,-0.04003128
202301,19393,-0.040022884
201812,61621,-0.039999466
201503,12369,-0.039985325
201904,12558,-0.039982475
201010,61815,-0.039980218
202312,41355,-0.03996983
201703,53613,-0.039969724
201703,66181,-0.03996766
201410,38156,-0.039931342
201004,22293,-0.03992658
201405,90441,-0.0399246
201912,12369,-0.039918672
202310,13788,-0.03991752
201506,76744,-0.039902404
201405,10147,-0.039897256
201005,38156,-0.039891448
201712,25785,-0.039876785
201102,91063,-0.039875213
201903,60442,-0.03986873
201811,91233,-0.039824095
201811,18163,-0.03981201
201605,21776,-0.039808907
202306,92655,-0.039808735
201004,76076,-0.0398003
202206,12369,-0.03980012
201304,13928,-0.039795127
202009,22592,-0.03979506
201905,77338,-0.039791644
201805,12558,-0.03974859
201204,41080,-0.03972988
201911,13928,-0.039723255
201008,15069,-0.03971413
201404,70519,-0.03971376
201107,88661,-0.039710633
201010,39642,-0.039703872
202206,78987,-0.039695956
201012,28222,-0.03966073
201008,87447,-0.03965916
202310,86868,-0.039648265
202012,24109,-0.039628424
201901,57904,-0.03960864
201511,37584,-0.039580926
201401,87055,-0.039574813
202004,70519,-0.039570846
201207,19350,-0.039570317
202307,22779,-0.039564334
201410,75646,-0.039511424
201210,22293,-0.03951023
202309,22111,-0.03950656
201005,38703,-0.0395026
202007,92402,-0.039487332
201111,75186,-0.03948698
202312,91152,-0.039485354
202102,91556,-0.039474115
201403,22103,-0.039472286
202212,18542,-0.039470095
201305,59010,-0.039469723
201412,77768,-0.039465975
201703,70578,-0.039465163
201504,41080,-0.03945362
201909,24942,-0.039428607
201406,22293,-0.039426066
202306,73139,-0.039419327
202204,17750,-0.039400592
201805,86158,-0.039389465
202011,66157,-0.039388042
201101,57904,-0.039379533
202306,77338,-0.039377667
201811,17830,-0.039376926
201810,49656,-0.039372936
201805,19393,-0.0393314
201608,89525,-0.039309092
201610,76614,-0.039301574
201809,77178,-0.039265767
202310,38093,-0.039260775
201901,80924,-0.039230548
201011,28484,-0.039190825
201910,23931,-0.039190564
201603,10147,-0.039168254
201404,10107,-0.039161548
201004,28484,-0.039160255
202007,62092,-0.03915811
201401,27828,-0.039142225
201606,81481,-0.039140914
201411,84788,-0.039133824
201301,83435,-0.03912793
201810,27959,-0.03912609
201401,62148,-0.039117854
202302,49680,-0.039085552
201401,10138,-0.039084766
201310,34833,-0.039044924
202101,81774,-0.03904051
202304,87055,-0.03902858
201710,84597,-0.03902506
201409,65875,-0.039023582
201410,77178,-0.039021775
202307,89626,-0.03901005
201605,12308,-0.03899846
201903,57665,-0.038968433
201609,17478,-0.03896817
201905,13788,-0.038966805
202312,92108,-0.03896506
201103,10145,-0.038955778
201409,59328,-0.038954746
201008,76076,-0.03893273
201904,18542,-0.038930796
202211,75241,-0.038928423
201602,90505,-0.038922314
201005,11703,-0.038910646
202306,27959,-0.038883097
201410,89179,-0.038861442
201706,48486,-0.038854238
201301,34833,-0.038852334
201903,92611,-0.038830835
201806,19393,-0.038815442
201703,49680,-0.03881111
201510,12742,-0.03879607
201209,61399,-0.03878198
201707,75186,-0.038778763
201604,85348,-0.038773265
201810,56573,-0.03877192
201406,82618,-0.03875746
201809,21936,-0.038751382
201411,78975,-0.0387417
202012,59328,-0.038735848
201902,85631,-0.038729582
201409,89525,-0.038709406
201805,89258,-0.038708933
201801,77768,-0.038706195
201508,23819,-0.03869695
201802,88668,-0.038695805
201904,69032,-0.038686942
201409,63830,-0.038678627
201408,22293,-0.03866607
201801,90505,-0.038638856
201805,27887,-0.038636416
201811,26403,-0.038634464
201112,27828,-0.03863374
202011,71563,-0.03863335
201605,82800,-0.03861762
201606,22752,-0.0385967
201410,11308,-0.03859482
201202,15069,-0.03858455
201209,57904,-0.03856564
202212,22752,-0.03855218
201312,20626,-0.03855057
202001,21207,-0.038542014
202010,69032,-0.03852121
202212,76076,-0.03851071
201902,57665,-0.038506467
201301,75825,-0.03850273
201808,17750,-0.038496457
201908,89393,-0.038479
202102,44644,-0.038466096
201511,90441,-0.03845617
202211,89393,-0.03845349
202103,19350,-0.038447455
202212,12060,-0.038430437
202101,18729,-0.03837382
201012,49656,-0.038360335
201010,19502,-0.038346473
201410,49656,-0.03834114
201102,87267,-0.038335063
202004,69032,-0.038334858
202206,14702,-0.03831856
202104,49154,-0.03831452
201507,88031,-0.038305894
201711,14008,-0.03830283
202003,24205,-0.03829422
201410,12490,-0.03829313
201903,85631,-0.038291346
201208,77702,-0.038269505
202010,76614,-0.03826159
201011,57904,-0.038252022
201806,59408,-0.03824872
201911,86356,-0.038241964
201912,66800,-0.038241677
201411,84032,-0.038241327
202106,76614,-0.038216922
201407,89565,-0.03820196
201411,48725,-0.038201198
201007,77702,-0.038194653
201405,15579,-0.03818649
201612,72726,-0.038169473
201905,92655,-0.03816107
201805,68144,-0.038160697
201806,80924,-0.03813962
202007,87447,-0.038136724
202102,13447,-0.03812177
201401,84032,-0.03808735
202209,18312,-0.038080957
201010,11850,-0.038077824
201411,22752,-0.038073957
201404,88668,-0.03804833
201603,90215,-0.038045418
201705,86783,-0.038030222
201401,60097,-0.038022097
201905,76076,-0.038016148
202003,89179,-0.037998512
201301,13928,-0.037992522
201812,57665,-0.03798314
201805,19350,-0.037967205
201805,73139,-0.03794669
201004,89757,-0.037943926
202309,76605,-0.037919927
201804,18542,-0.037910815
202009,22752,-0.03790606
201805,59328,-0.0378979
201104,85269,-0.037866868
202101,64390,-0.03785315
201403,10147,-0.03784679
201406,52038,-0.037845608
202107,14231,-0.0378366
201805,82642,-0.037831124
201011,86356,-0.037824064
202101,12369,-0.03781338
201404,22293,-0.037809134
202308,38093,-0.037804976
202203,92257,-0.037804477
201911,23712,-0.037798494
201302,75034,-0.03779807
201312,90880,-0.037793044
201604,15720,-0.037774716
201405,14702,-0.03777331
202201,87842,-0.03773252
201005,66181,-0.037715983
201803,59176,-0.037705418
201403,76226,-0.03769731
201012,88668,-0.037690148
202211,38703,-0.03768198
201411,11308,-0.0376628
201302,83435,-0.037662003
201912,18411,-0.037655395
201206,77462,-0.037652723
201207,11703,-0.037648335
201911,76744,-0.03764579
201411,49154,-0.03761782
202307,86868,-0.03761074
201401,11552,-0.037608758
202211,92655,-0.037607305
201903,12872,-0.037590455
201905,89179,-0.037590116
202208,25785,-0.037580457
202006,91068,-0.037577253
201810,22592,-0.037564356
201509,49656,-0.03755
201404,49656,-0.037548162
202101,12308,-0.03754514
201410,37584,-0.03754254
201209,11762,-0.037526693
201712,86356,-0.037514545
